Iteration number: 1075 
Timestep: 360.0 [s]
Time of simulation: 432000.0 [s]
Time of simulation: 7200.0 [min]
Initial volume: 4320.0 [ m^3]
Total volume: 4320.000000000029 [m^3]
Time convergence of CG: 0.024101268 [s]
PiezHead	AquifThick	WaterVolume	Source
[m]	[m]	[m^3]	[m^3/s]
401.0261042547324	0.0261042547323882	1.044170189295528	0.0
400.11670419581935	0.0	-0.0	0.0
399.8557138405655	0.0	-0.0	0.0
399.79809789117877	0.0	-0.0	0.0
399.78729172359044	0.0	-0.0	0.0
399.78554157978095	0.0	-0.0	0.0
399.78529246329185	0.0	-0.0	0.0
399.7852924632918	0.0	-0.0	0.0
399.7855415797809	0.0	-0.0	0.0
399.78729172359044	0.0	-0.0	0.0
399.79809789117877	0.0	-0.0	0.0
399.8557138405655	0.0	-0.0	0.0
400.11670419581935	0.0	-0.0	0.0
401.0261042547324	0.0261042547323882	1.044170189295528	0.0
400.67968843448034	1.4096884344803584	56.387537379214336	0.0
400.0871680717998	0.8171680717998129	32.686722871992515	0.0
399.8557138405655	0.5857138405655178	23.42855362262071	0.0
399.79809789117877	0.5280978911787884	21.123915647151534	0.0
399.78729172359044	0.5172917235904606	20.691668943618424	0.0
399.78554157978095	0.5155415797809724	20.621663191238895	0.0
399.78529246329185	0.5152924632918712	20.611698531674847	0.0
399.7852924632918	0.5152924632918143	20.611698531672573	0.0
399.7855415797809	0.5155415797809155	20.62166319123662	0.0
399.78729172359044	0.5172917235904606	20.691668943618424	0.0
399.79809789117877	0.5280978911787884	21.123915647151534	0.0
399.8557138405655	0.5857138405655178	23.42855362262071	0.0
400.0871680717998	0.8171680717998129	32.686722871992515	0.0
400.67968843448034	1.4096884344803584	56.387537379214336	0.0
398.50557886373514	0.9655788637351179	38.62315454940472	0.0
398.39030303476073	0.8503030347607137	34.01212139042855	0.0
398.3845873785041	0.844587378504059	33.78349514016236	0.0
398.3924034191993	0.8524034191992769	34.096136767971075	0.0
398.39536571295974	0.8553657129597241	34.21462851838896	0.0
398.3960207646177	0.8560207646176536	34.240830584706146	0.0
398.3960207646177	0.8560207646176536	34.240830584706146	0.0
398.3953657129597	0.8553657129596672	34.21462851838669	0.0
398.39240341919924	0.85240341919922	34.0961367679688	0.0
398.3845873785041	0.844587378504059	33.78349514016236	0.0
398.39030303476073	0.8503030347607137	34.01212139042855	0.0
398.5055788637351	0.9655788637350611	38.62315454940244	0.0
397.7247886116306	1.91478861163057	76.5915444652228	0.0
397.0953086127151	1.2853086127150846	51.41234450860338	0.0
396.85027533139134	1.0402753313913422	41.61101325565369	0.0
396.7896785586367	0.9796785586366923	39.18714234546769	0.0
396.77652392011896	0.9665239201189593	38.66095680475837	0.0
396.77415652357513	0.9641565235751273	38.56626094300509	0.0
396.7741565235751	0.9641565235750704	38.56626094300282	0.0
396.77652392011896	0.9665239201189593	38.66095680475837	0.0
396.78967855863664	0.9796785586366354	39.18714234546542	0.0
396.8502753313913	1.0402753313912854	41.611013255651415	0.0
397.0953086127151	1.2853086127150846	51.41234450860338	0.0
397.7247886116306	1.91478861163057	76.5915444652228	0.0
395.2633633887756	1.1833633887756037	47.334535551024146	0.0
395.1002727548348	1.0202727548348207	40.81091019339283	0.0
395.0674592501773	0.9874592501773236	39.498370007092944	0.0
395.0701796246814	0.9901796246813888	39.60718498725555	0.0
395.07199507223635	0.9919950722363637	39.67980288945455	0.0
395.07199507223635	0.9919950722363637	39.67980288945455	0.0
395.0701796246814	0.9901796246813888	39.60718498725555	0.0
395.0674592501773	0.9874592501773236	39.498370007092944	0.0
395.1002727548347	1.020272754834707	40.81091019338828	0.0
395.2633633887756	1.1833633887756037	47.334535551024146	0.0
394.3463433267312	1.9963433267311643	79.85373306924657	0.0
393.687082401769	1.3370824017689529	53.483296070758115	0.0
393.4247660456272	1.0747660456272001	42.990641825088005	0.0
393.3603893447013	1.0103893447012524	40.4155737880501	0.0
393.3503707995586	1.0003707995585955	40.01483198234382	0.0
393.3503707995586	1.0003707995585955	40.01483198234382	0.0
393.3603893447013	1.0103893447012524	40.4155737880501	0.0
393.4247660456271	1.0747660456270864	42.99064182508346	0.0
393.68708240176886	1.3370824017688392	53.48329607075357	0.0
394.34634332673113	1.9963433267311075	79.8537330692443	0.0
391.82506926433933	1.205069264339329	48.20277057357316	0.0
391.65583734913605	1.0358373491360453	41.43349396544181	0.0
391.61924741023955	0.9992474102395477	39.96989640958191	0.0
391.618247582833	0.9982475828330166	39.929903313320665	0.0
391.618247582833	0.9982475828330166	39.929903313320665	0.0
391.6192474102395	0.9992474102394908	39.96989640957963	0.0
391.655837349136	1.0358373491359885	41.43349396543954	0.0
391.8250692643392	1.2050692643392154	48.202770573568614	0.0
390.891987980212	2.001987980211993	80.07951920847972	0.0
390.23042755613216	1.3404275561321697	53.61710224528679	0.0
389.9669147927371	1.0769147927371137	43.076591709484546	0.0
389.90303358144945	1.0130335814494629	40.521343257978515	0.0
389.90303358144945	1.0130335814494629	40.521343257978515	0.0
389.96691479273704	1.0769147927370568	43.07659170948227	0.0
390.23042755613216	1.3404275561321697	53.61710224528679	0.0
390.891987980212	2.001987980211993	80.07951920847972	0.0
388.3665691731032	1.206569173103162	48.26276692412648	0.0
388.1961590826894	1.0361590826893803	41.44636330757521	0.0
388.15842544195885	0.9984254419588297	39.937017678353186	0.0
388.1584254419589	0.9984254419588865	39.93701767835546	0.0
388.1961590826894	1.0361590826893803	41.44636330757521	0.0
388.3665691731032	1.206569173103162	48.26276692412648	0.0
387.43754328526984	2.0075432852698327	80.30173141079331	0.0
386.794034184835	1.3640341848350204	54.561367393400815	0.0
386.5229807085485	1.0929807085485095	43.71922834194038	0.0
386.5229807085485	1.0929807085485095	43.71922834194038	0.0
386.7940341848351	1.3640341848350772	54.56136739340309	0.0
387.4375432852699	2.0075432852698896	80.30173141079558	0.0
385.0629663087207	1.362966308720729	54.518652348829164	0.0
384.97645956971286	1.2764595697128698	51.05838278851479	0.0
384.97645956971286	1.2764595697128698	51.05838278851479	0.0
385.06296630872083	1.3629663087208428	54.51865234883371	0.0
384.53509472749045	2.5650947274904183	102.60378909961673	0.0
384.5068910002362	2.536891000236153	101.47564000944612	0.0
384.5068910002362	2.536891000236153	101.47564000944612	0.0
384.53509472749056	2.565094727490532	102.60378909962128	0.0

